Trip_ID,Harsh_Acceleration_Count,Harsh_Braking_Count,Sudden_Turn_Count,High_Speed_Count,Avg_Speed,Max_Speed,Avg_Acceleration,Max_Acceleration,Avg_Gyro,Max_Gyro,Driver_ID,Vehicle_ID,Trip_Date,Duration_Min,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Risk_Events,Risk_Events_Per_10_Min
T00441,1,0,0,0,14.25897435897436,35.1,1.0064788917451142,1.097903912006875,3.2604723705495076,6.114482807237256,D30,V30,2026-08-03,39,16.95,14.3,35.1,1,0.2564102564102564
T00442,2,1,4,0,27.139024390243904,41.6,1.0140852366014808,1.2033424284051484,6.046017708402506,56.05587480362785,D30,V30,2026-08-05,41,15.1,27.1,41.6,7,1.707317073170732
T00443,2,1,0,2,27.011999999999997,51.3,1.0035963021839265,1.0842527380643316,3.1303037400239124,5.404932932053828,D30,V30,2026-08-03,25,15.35,27.0,51.3,5,2.0
T00444,2,1,0,0,18.406896551724138,40.9,1.0119107049806813,1.1226219310168495,3.4181349488547736,6.136383299631795,D30,V30,2026-07-31,29,18.85,18.4,40.9,3,1.0344827586206897
T00445,0,1,2,0,20.842222222222222,40.6,1.019091387128196,1.2864684216878393,4.398444196126698,38.16141899877414,D30,V06,2026-07-31,45,24.13,20.8,40.6,3,0.6666666666666666
T00446,2,2,2,1,28.196551724137933,42.0,1.0172864038650906,1.260951228240014,4.857727579002006,54.26469017694655,D30,V30,2026-07-31,29,17.61,28.2,42.0,7,2.413793103448276
T00447,1,2,0,2,25.71875,47.2,1.0221008976766623,1.265537435242435,2.5667652526525675,4.14074872456661,D30,V30,2026-08-05,16,6.7,25.7,47.2,5,3.125
T00448,0,0,0,1,28.828000000000003,43.0,1.0435243408523724,1.7384631143627984,3.858342542061854,9.34482209568486,D30,V30,2026-08-03,25,9.63,28.8,43.0,1,0.4
T00449,1,0,0,0,18.0125,33.6,1.0031624338817011,1.0734006707655812,2.539892286108726,5.052019398220874,D30,V30,2026-08-04,32,19.35,18.0,33.6,1,0.3125
T00450,3,4,2,1,21.945454545454545,42.5,1.0088403569292064,1.1380461326325924,5.672082415084662,53.460494760149764,D30,V09,2026-07-31,22,10.57,21.9,42.5,10,4.545454545454545
